trr_id,weapon_type,firearm_caliber,weapon_description
47233,"MOUTH (SPIT,BITE,ETC)",,
47238,FEET,,
47238,HANDS/FISTS,,
47241,HANDS/FISTS,,
47241,"MOUTH (SPIT,BITE,ETC)",,
47241,OTHER (SPECIFY),,PUSHED/SPIT
47242,OTHER (SPECIFY),,AGGRESSIVE FIGHTERS STANCE
47243,HANDS/FISTS,,
47249,HANDS/FISTS,,
47255,FIREARM - REVOLVER, 38 CAL,
47255,OTHER (SPECIFY),,POINTED WEAPON AT MEMBER
47277,HANDS/FISTS,,
47281,VERBAL THREAT (ASSAULT),,
47292,HANDS/FISTS,,
47292,OTHER (SPECIFY),,"GRABBING, PUSHING, PULLING, WRESTLING"
47298,FEET,,
47298,HANDS/FISTS,,
47299,HANDS/FISTS,,
47303,HANDS/FISTS,,
47304,HANDS/FISTS,,
47304,VERBAL THREAT (ASSAULT),,
47305,HANDS/FISTS,,
47307,HANDS/FISTS,,
47307,VERBAL THREAT (ASSAULT),,
47315,FEET,,
47315,HANDS/FISTS,,
47315,VERBAL THREAT (ASSAULT),,
47319,"MOUTH (SPIT,BITE,ETC)",,
47321,HANDS/FISTS,,
47328,HANDS/FISTS,,
47329,HANDS/FISTS,,
47331,HANDS/FISTS,,
47332,KNIFE/OTHER CUTTING INSTRUMENT,,"JACKKNIFE W/ 5"" BLADE"
47333,VERBAL THREAT (ASSAULT),,
47334,KNIFE/OTHER CUTTING INSTRUMENT,,"JACKKNIFE W/ 5"" BLADE"
47335,HANDS/FISTS,,
47336,HANDS/FISTS,,
47338,VERBAL THREAT (ASSAULT),,
47341,FEET,,
47341,HANDS/FISTS,,
47341,VERBAL THREAT (ASSAULT),,
47345,OTHER (SPECIFY),,HEAD BUTT IN CHEST
47348,HANDS/FISTS,,
47348,OTHER (SPECIFY),,WITH HANDS MADE BELIEVE HE HAD A FIREARM
47357,VERBAL THREAT (ASSAULT),,
47359,HANDS/FISTS,,
47359,VERBAL THREAT (ASSAULT),,
47362,FEET,,
47362,HANDS/FISTS,,
47362,VERBAL THREAT (ASSAULT),,
47366,HANDS/FISTS,,
47373,HANDS/FISTS,,
47375,HANDS/FISTS,,
47376,HANDS/FISTS,,
47376,OTHER (SPECIFY),,REPLICA FIREARM
47383,FEET,,
47383,OTHER (SPECIFY),,SHOULDER
47383,VERBAL THREAT (ASSAULT),,
47384,HANDS/FISTS,,
47384,VERBAL THREAT (ASSAULT),,
47394,FEET,,
47395,FEET,,
47395,HANDS/FISTS,,
47402,HANDS/FISTS,,
47403,"MOUTH (SPIT,BITE,ETC)",,
47408,HANDS/FISTS,,
47411,HANDS/FISTS,,
47413,HANDS/FISTS,,
47413,VERBAL THREAT (ASSAULT),,
47415,KNIFE/OTHER CUTTING INSTRUMENT,,
47415,OTHER (SPECIFY),,CAME AT R/OS WITH KNIFE
47418,FEET,,
47418,HANDS/FISTS,,
47418,VERBAL THREAT (ASSAULT),,
47420,FEET,,
47420,HANDS/FISTS,,
47420,"MOUTH (SPIT,BITE,ETC)",,
47420,VERBAL THREAT (ASSAULT),,
47421,BLUNT INSTRUMENT,,22 OUNCE HAMMER
47421,FEET,,
47421,HANDS/FISTS,,
47421,"MOUTH (SPIT,BITE,ETC)",,
47421,VERBAL THREAT (ASSAULT),,
47422,BLUNT INSTRUMENT,,HAMMER
47422,FEET,,
47422,HANDS/FISTS,,
47422,"MOUTH (SPIT,BITE,ETC)",,
47422,VERBAL THREAT (ASSAULT),,
47423,FEET,,
47423,HANDS/FISTS,,
47423,VERBAL THREAT (ASSAULT),,
47427,HANDS/FISTS,,
47431,HANDS/FISTS,,
47435,HANDS/FISTS,,
47439,FEET,,
47439,OTHER (SPECIFY),,KICKED HIS LEGS
47439,VERBAL THREAT (ASSAULT),,
47441,FEET,,
47441,OTHER (SPECIFY),,KICKED WITH BOTH FEET
47441,VERBAL THREAT (ASSAULT),,
47444,FEET,,
47444,HANDS/FISTS,,
47445,FEET,,
47445,HANDS/FISTS,,
47447,FEET,,
47459,VERBAL THREAT (ASSAULT),,
47461,VERBAL THREAT (ASSAULT),,
47463,FIREARM - REVOLVER, 45 ACP,LEINED INC 
47463,HANDS/FISTS,,
47465,FIREARM - REVOLVER, 45 ACP,LEINED INC.
47465,HANDS/FISTS,,
47467,FIREARM - SEMI-AUTOMATIC,40 S&W,
47475,FEET,,
47485,FIREARM - REVOLVER,45 CAL,COLT REVOLVER SER#217108
47491,HANDS/FISTS,,
47491,VERBAL THREAT (ASSAULT),,
47496,FIREARM - REVOLVER,40 S&W,
47497,FEET,,
47497,HANDS/FISTS,,
47499,FIREARM - REVOLVER,40 S&W,
47500,FIREARM - REVOLVER,40 S&W,
47506,"MOUTH (SPIT,BITE,ETC)",,
47507,"MOUTH (SPIT,BITE,ETC)",,
47508,FIREARM - SEMI-AUTOMATIC, 9 MM,
47512,FIREARM - SEMI-AUTOMATIC, 9 MM,
47512,VEHICLE - OFFICER STRUCK WITH VEHICLE,,
47513,FIREARM - SEMI-AUTOMATIC, 9 MM,
47514,"MOUTH (SPIT,BITE,ETC)",,
47514,VERBAL THREAT (ASSAULT),,
47515,VEHICLE - OFFICER STRUCK WITH VEHICLE,,
47519,FEET,,
47520,FEET,,
47521,HANDS/FISTS,,
47521,OTHER (SPECIFY),,HANDCUFFS
47522,OTHER (SPECIFY),,MOTOR VEHICLE
47522,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
47523,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
47524,OTHER (SPECIFY),,MOTOR VEHICLE
47524,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
47525,OTHER (SPECIFY),,MOTOR VEHICLE
47525,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
47530,OTHER (SPECIFY),,MOTOR VEHICLE
47530,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
47531,VERBAL THREAT (ASSAULT),,
47537,HANDS/FISTS,,
47538,HANDS/FISTS,,
47541,HANDS/FISTS,,
47543,FEET,,
47543,HANDS/FISTS,,
47545,FEET,,
47545,HANDS/FISTS,,
47547,HANDS/FISTS,,
47549,VERBAL THREAT (ASSAULT),,
47551,"MOUTH (SPIT,BITE,ETC)",,
47556,HANDS/FISTS,,
47556,VERBAL THREAT (ASSAULT),,
47559,HANDS/FISTS,,
47559,VERBAL THREAT (ASSAULT),,
47561,HANDS/FISTS,,
47563,HANDS/FISTS,,
47569,HANDS/FISTS,,
47570,HANDS/FISTS,,
47570,OTHER (SPECIFY),,"PUSHED OFFICER""S HANDS AWAY"
47573,FIREARM - RIFLE,223/5.56,COLT MATCH TARGET
47574,OTHER (SPECIFY),,PUSHED P.O.
47577,BLUNT INSTRUMENT,,BASEBALL BAT
47579,BLUNT INSTRUMENT,,BASEBALL BAT
47580,FIREARM - SHOTGUN,12 GA,
47580,OTHER (SPECIFY),,OFFENDER POINTED A SHOTGUN AT RO
47581,FIREARM - SHOTGUN,12 GA,
47583,FEET,,
47583,HANDS/FISTS,,
47584,HANDS/FISTS,,
47585,FIREARM - SHOTGUN,12 GA,
47589,FEET,,
47589,HANDS/FISTS,,
47592,HANDS/FISTS,,
47593,HANDS/FISTS,,
47594,VERBAL THREAT (ASSAULT),,
47595,HANDS/FISTS,,
47596,FEET,,
47596,HANDS/FISTS,,
47597,OTHER (SPECIFY),,THREW GARBAGE CAN
47597,VERBAL THREAT (ASSAULT),,
47598,HANDS/FISTS,,
47601,VERBAL THREAT (ASSAULT),,
47603,HANDS/FISTS,,
47604,FIREARM - SEMI-AUTOMATIC, 9 MM,SIGSUAER
47604,HANDS/FISTS,,
47605,"MOUTH (SPIT,BITE,ETC)",,
47607,FEET,,
47607,HANDS/FISTS,,
47609,HANDS/FISTS,,
47610,VERBAL THREAT (ASSAULT),,
47611,FEET,,
47611,FIREARM - SEMI-AUTOMATIC, 9 MM,
47611,HANDS/FISTS,,
47613,FEET,,
47613,HANDS/FISTS,,
47621,VERBAL THREAT (ASSAULT),,
47623,OTHER (SPECIFY),,APPROACHED IN MENACING MANNER
47625,"MOUTH (SPIT,BITE,ETC)",,
47625,VERBAL THREAT (ASSAULT),,
47629,"MOUTH (SPIT,BITE,ETC)",,
47629,OTHER (SPECIFY),,LUNGED AT P.O.
47629,VERBAL THREAT (ASSAULT),,
47631,HANDS/FISTS,,
47633,HANDS/FISTS,,
47637,FIREARM - SEMI-AUTOMATIC,380 ACP,
47637,HANDS/FISTS,,
47639,FIREARM - SEMI-AUTOMATIC,380 ACP,
47639,HANDS/FISTS,,
47644,"MOUTH (SPIT,BITE,ETC)",,
47649,HANDS/FISTS,,
47651,HANDS/FISTS,,
47653,HANDS/FISTS,,
47655,HANDS/FISTS,,
47657,HANDS/FISTS,,
47657,VERBAL THREAT (ASSAULT),,
47666,VERBAL THREAT (ASSAULT),,
47677,VERBAL THREAT (ASSAULT),,
47678,OTHER (SPECIFY),,APPROACH W/CLOSED FISTS
47678,VERBAL THREAT (ASSAULT),,
47679,HANDS/FISTS,,
47679,VERBAL THREAT (ASSAULT),,
47680,OTHER (SPECIFY),,APPROACH W/CLOSED FISTS
47680,VERBAL THREAT (ASSAULT),,
47681,FIREARM - SEMI-AUTOMATIC, 9 MM,
47683,FIREARM - SEMI-AUTOMATIC, 9 MM,
47685,FIREARM - REVOLVER, 38 CAL,
47687,HANDS/FISTS,,
47691,HANDS/FISTS,,
47703,HANDS/FISTS,,
47707,VERBAL THREAT (ASSAULT),,
47709,HANDS/FISTS,,
47715,HANDS/FISTS,,
47717,VERBAL THREAT (ASSAULT),,
47719,HANDS/FISTS,,
47721,FEET,,
47721,HANDS/FISTS,,
47722,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
47723,OTHER (SPECIFY),,ELBOW
47725,OTHER (SPECIFY),,CLAIMS TO KNOW LOC. OF P.O.'S HOME
50127,HANDS/FISTS,,
50127,KNIFE/OTHER CUTTING INSTRUMENT,,
50127,OTHER (SPECIFY),,THREW KNIFE AT SERGEANT
50127,VERBAL THREAT (ASSAULT),,
50133,HANDS/FISTS,,
50134,HANDS/FISTS,,
50134,VERBAL THREAT (ASSAULT),,
50137,HANDS/FISTS,,
50144,HANDS/FISTS,,
50144,VERBAL THREAT (ASSAULT),,
50146,FIREARM - SEMI-AUTOMATIC,40 S&W,
50148,FIREARM - SEMI-AUTOMATIC,40 S&W,
50161,HANDS/FISTS,,
50162,FEET,,
50162,HANDS/FISTS,,
50162,KNIFE/OTHER CUTTING INSTRUMENT,,
50163,FEET,,
50163,HANDS/FISTS,,
50163,"MOUTH (SPIT,BITE,ETC)",,
50164,VERBAL THREAT (ASSAULT),,
50166,VERBAL THREAT (ASSAULT),,
50168,VERBAL THREAT (ASSAULT),,
50169,VERBAL THREAT (ASSAULT),,
50174,FEET,,
50174,"MOUTH (SPIT,BITE,ETC)",,
50174,OTHER (SPECIFY),,ELBOWS
50177,FEET,,
50177,"MOUTH (SPIT,BITE,ETC)",,
50177,OTHER (SPECIFY),,SPIT
50177,VERBAL THREAT (ASSAULT),,
50180,FIREARM - SEMI-AUTOMATIC,22 LR,
50187,HANDS/FISTS,,
50188,"MOUTH (SPIT,BITE,ETC)",,
50188,OTHER (SPECIFY),,COCKED FIST
50194,HANDS/FISTS,,
50194,VERBAL THREAT (ASSAULT),,
50200,HANDS/FISTS,,
50204,HANDS/FISTS,,
50212,FEET,,
50212,HANDS/FISTS,,
50212,VERBAL THREAT (ASSAULT),,
50215,HANDS/FISTS,,
50215,OTHER (SPECIFY),,AGGRESSIVELY APPROACHED OFFICERS WITH CLOSED FIST 
50216,HANDS/FISTS,,
50216,OTHER (SPECIFY),,AGGRESIVELY APPROACHED OFFICERS WITH CLOSED FISTS
50218,OTHER (SPECIFY),OTHER,BB GUN
50219,OTHER (SPECIFY),,THROWN OBJECT 
50219,OTHER (SPECIFY),,THROWN OBJECT - 20 OZ BOTTLE ARIZONA
50221,OTHER (SPECIFY),,THREW BOTTLE IN R/SGT DIRECTION
50228,VERBAL THREAT (ASSAULT),,
50230,OTHER (SPECIFY),,WALKING CANE
50234,FEET,,
50236,KNIFE/OTHER CUTTING INSTRUMENT,,NOT DISPLAYED
50240,OTHER (SPECIFY),,"ROLLED UP SLEEVES, BALLED UP FISTS"
50240,VERBAL THREAT (ASSAULT),,
50242,KNIFE/OTHER CUTTING INSTRUMENT,,
50244,HANDS/FISTS,,
50245,HANDS/FISTS,,
50256,OTHER (SPECIFY),OTHER,DOG
50256,VERBAL THREAT (ASSAULT),,
50257,FIREARM - SEMI-AUTOMATIC,22 LR,
50258,HANDS/FISTS,,
50260,OTHER (SPECIFY),,COMBATIVE STANCE
50262,OTHER (SPECIFY),,COMBATIVE STANCE
50274,FIREARM - REVOLVER, 38 CAL,
50278,"MOUTH (SPIT,BITE,ETC)",,
50287,HANDS/FISTS,,
50288,HANDS/FISTS,,
50291,OTHER (SPECIFY),,"WOODEN PLANK/BOARD 4'X1""X4"""
50298,"MOUTH (SPIT,BITE,ETC)",,
50301,OTHER (SPECIFY),,SEE COMMENTS
50304,HANDS/FISTS,,
50304,VERBAL THREAT (ASSAULT),,
50306,VERBAL THREAT (ASSAULT),,
50307,VERBAL THREAT (ASSAULT),,
50317,"MOUTH (SPIT,BITE,ETC)",,
50318,KNIFE/OTHER CUTTING INSTRUMENT,,
50319,HANDS/FISTS,,
50319,VERBAL THREAT (ASSAULT),,
50320,KNIFE/OTHER CUTTING INSTRUMENT,,
50321,HANDS/FISTS,,
50321,VERBAL THREAT (ASSAULT),,
50332,FEET,,
50332,HANDS/FISTS,,
50332,VERBAL THREAT (ASSAULT),,
50342,HANDS/FISTS,,
50343,FEET,,
50343,HANDS/FISTS,,
50346,HANDS/FISTS,,
50348,FEET,,
50348,HANDS/FISTS,,
50350,HANDS/FISTS,,
50367,HANDS/FISTS,,
50368,HANDS/FISTS,,
50373,HANDS/FISTS,,
50373,VEHICLE - OFFICER STRUCK WITH VEHICLE,,
50374,HANDS/FISTS,,
50374,VEHICLE - OFFICER STRUCK WITH VEHICLE,,
50390,VERBAL THREAT (ASSAULT),,
50391,VERBAL THREAT (ASSAULT),,
50392,OTHER (SPECIFY),,I'M GONNA SHOOT YOU GUYS
50392,VERBAL THREAT (ASSAULT),,
50393,KNIFE/OTHER CUTTING INSTRUMENT,,
50394,VERBAL THREAT (ASSAULT),,
50398,FEET,,
50398,HANDS/FISTS,,
50398,"MOUTH (SPIT,BITE,ETC)",,
50398,VERBAL THREAT (ASSAULT),,
50400,HANDS/FISTS,,
50402,FIREARM - SEMI-AUTOMATIC, 9 MM,
50404,HANDS/FISTS,,
50404,VERBAL THREAT (ASSAULT),,
50406,VERBAL THREAT (ASSAULT),,
50408,FEET,,
50408,HANDS/FISTS,,
50408,VERBAL THREAT (ASSAULT),,
50409,OTHER (SPECIFY),,THREW OBJECT AT A/O
50410,FEET,,
50410,HANDS/FISTS,,
50411,FEET,,
50411,HANDS/FISTS,,
50411,OTHER (SPECIFY),,SWUNG CANE
50411,VERBAL THREAT (ASSAULT),,
50412,FEET,,
50412,HANDS/FISTS,,
50412,OTHER (SPECIFY),,SWUNG CANE
50412,VERBAL THREAT (ASSAULT),,
50414,FEET,,
50414,HANDS/FISTS,,
50417,FEET,,
50417,OTHER (SPECIFY),,KICKED
50420,FEET,,
50424,HANDS/FISTS,,
50427,FEET,,
50427,HANDS/FISTS,,
50428,HANDS/FISTS,,
50430,VERBAL THREAT (ASSAULT),,
50434,FEET,,
50435,FEET,,
50435,HANDS/FISTS,,
50438,FEET,,
50438,HANDS/FISTS,,
50439,FEET,,
50439,HANDS/FISTS,,
50440,HANDS/FISTS,,
50446,HANDS/FISTS,,
50450,FIREARM - REVOLVER, 38 CAL,
50457,OTHER (SPECIFY),,THREATENED TO PUNCH OFFICER
50461,OTHER (SPECIFY),,RAZOR BLADE
50462,KNIFE/OTHER CUTTING INSTRUMENT,,RAZOR BLADE
50464,FEET,,
50464,FIREARM - SEMI-AUTOMATIC, 45 ACP,
50464,HANDS/FISTS,,
50471,OTHER (SPECIFY),,FLAILING OF HANDS TO FLEE
50474,OTHER (SPECIFY),,FLAILING OF HANDS TO FLEE
50475,HANDS/FISTS,,
50477,FEET,,
50477,HANDS/FISTS,,
50480,VERBAL THREAT (ASSAULT),,
50483,OTHER (SPECIFY),,RAISED FISTS
50483,VERBAL THREAT (ASSAULT),,
50488,FEET,,
50488,FIREARM - SEMI-AUTOMATIC,22 LR,
50492,VERBAL THREAT (ASSAULT),,
50494,KNIFE/OTHER CUTTING INSTRUMENT,,
50494,VERBAL THREAT (ASSAULT),,
50502,FEET,,
50502,HANDS/FISTS,,
50502,OTHER (SPECIFY),,FLAILED CLOSED FISTS
50503,HANDS/FISTS,,
50507,FIREARM - SEMI-AUTOMATIC, 9 MM,
50511,HANDS/FISTS,,
50512,FIREARM - SEMI-AUTOMATIC, 9 MM,
50515,FIREARM - SEMI-AUTOMATIC, 9 MM,
50520,HANDS/FISTS,,
50520,OTHER (SPECIFY),,BATON
50520,VERBAL THREAT (ASSAULT),,
50522,HANDS/FISTS,,
50522,OTHER (SPECIFY),,BATON
50522,VERBAL THREAT (ASSAULT),,
50530,HANDS/FISTS,,
50532,HANDS/FISTS,,
50533,HANDS/FISTS,,
50533,VERBAL THREAT (ASSAULT),,
50538,"MOUTH (SPIT,BITE,ETC)",,
50542,VERBAL THREAT (ASSAULT),,
50550,OTHER (SPECIFY),,JUMPED TOWARD R/D
50557,HANDS/FISTS,,
50560,HANDS/FISTS,,
50568,HANDS/FISTS,,
50570,HANDS/FISTS,,
50572,HANDS/FISTS,,
50574,HANDS/FISTS,,
50576,HANDS/FISTS,,
50576,VERBAL THREAT (ASSAULT),,
50577,HANDS/FISTS,,
50577,VERBAL THREAT (ASSAULT),,
50580,HANDS/FISTS,,
50585,HANDS/FISTS,,
50585,OTHER (SPECIFY),,SUB PULLED A/OS ARMS
50586,HANDS/FISTS,,
50589,OTHER (SPECIFY),,FIGHTING STANCE
50592,VERBAL THREAT (ASSAULT),,
50602,OTHER (SPECIFY),,METAL FOLDING CHAIR
50604,OTHER (SPECIFY),,METAL FOLDING CHAIR
50606,VERBAL THREAT (ASSAULT),,
50608,VERBAL THREAT (ASSAULT),,
50614,"MOUTH (SPIT,BITE,ETC)",,
50615,OTHER (SPECIFY),,LUNGED TOWARDS THE OFFICER IN AN ATTEMPT TO BATTER THE OFFIC
50615,VERBAL THREAT (ASSAULT),,
50616,FIREARM - SEMI-AUTOMATIC,380 ACP,
50617,KNIFE/OTHER CUTTING INSTRUMENT,,
50618,"MOUTH (SPIT,BITE,ETC)",,
50620,OTHER (SPECIFY),,ATTEMPTED TO DISARM AO'S TASER
50620,VERBAL THREAT (ASSAULT),,
50622,FEET,,
50622,HANDS/FISTS,,
50622,"MOUTH (SPIT,BITE,ETC)",,
50622,OTHER (SPECIFY),,ATTEMPTED TO DISARM A/O FROM DEPLOYING TASER
50622,VERBAL THREAT (ASSAULT),,
50623,OTHER (SPECIFY),,UNKNOWN HANDGUN
50632,OTHER (SPECIFY),,FIGHTING STANCE-FISTS BALLED UP
50636,HANDS/FISTS,,
50637,VERBAL THREAT (ASSAULT),,
50638,FEET,,
50638,HANDS/FISTS,,
50640,VERBAL THREAT (ASSAULT),,
50641,HANDS/FISTS,,
50646,HANDS/FISTS,,
50647,HANDS/FISTS,,
50648,HANDS/FISTS,,
50649,BLUNT INSTRUMENT,,
50650,FEET,,
50656,HANDS/FISTS,,
50658,HANDS/FISTS,,
50660,HANDS/FISTS,,
50662,VERBAL THREAT (ASSAULT),,
50663,VERBAL THREAT (ASSAULT),,
50664,HANDS/FISTS,,
50665,HANDS/FISTS,,
50666,"MOUTH (SPIT,BITE,ETC)",,
50672,HANDS/FISTS,,
50674,FIREARM - RIFLE,7.62,
50674,HANDS/FISTS,,
50675,FIREARM - RIFLE,7.62,
50676,HANDS/FISTS,,
50678,FEET,,
50678,HANDS/FISTS,,
50678,OTHER (SPECIFY),,FLAILING ARMS
50679,FEET,,
50679,HANDS/FISTS,,
50679,OTHER (SPECIFY),,FLAILING ARMS
50680,HANDS/FISTS,,
50688,HANDS/FISTS,,
50688,OTHER (SPECIFY),,PUSHED R/O
50690,HANDS/FISTS,,
50690,OTHER (SPECIFY),,PUSHED
50693,HANDS/FISTS,,
50693,OTHER (SPECIFY),,BRICK
50693,VERBAL THREAT (ASSAULT),,
50696,HANDS/FISTS,,
50696,OTHER (SPECIFY),,BRICK
50696,VERBAL THREAT (ASSAULT),,
50698,HANDS/FISTS,,
50700,HANDS/FISTS,,
50701,HANDS/FISTS,,
50706,HANDS/FISTS,,
50710,VERBAL THREAT (ASSAULT),,
50711,HANDS/FISTS,,
50712,HANDS/FISTS,,
50714,VERBAL THREAT (ASSAULT),,
50715,HANDS/FISTS,,
50716,HANDS/FISTS,,
50720,HANDS/FISTS,,
50724,HANDS/FISTS,,
50724,VERBAL THREAT (ASSAULT),,
50728,FEET,,
50728,HANDS/FISTS,,
50728,OTHER (SPECIFY),,DISARMED OFFICER OF TASER
50728,VERBAL THREAT (ASSAULT),,
50730,OTHER (SPECIFY),,TASER
50734,FEET,,
50734,VERBAL THREAT (ASSAULT),,
50736,FEET,,
50736,HANDS/FISTS,,
50736,"MOUTH (SPIT,BITE,ETC)",,
50736,VERBAL THREAT (ASSAULT),,
50743,KNIFE/OTHER CUTTING INSTRUMENT,,
50744,KNIFE/OTHER CUTTING INSTRUMENT,,
50746,KNIFE/OTHER CUTTING INSTRUMENT,,
50748,KNIFE/OTHER CUTTING INSTRUMENT,,
50750,FIREARM - REVOLVER, 38 CAL,
50754,HANDS/FISTS,,
50754,VERBAL THREAT (ASSAULT),,
50755,FEET,,
50755,HANDS/FISTS,,
50755,"MOUTH (SPIT,BITE,ETC)",,
50755,VERBAL THREAT (ASSAULT),,
50757,OTHER (SPECIFY),,DISPLAYED CLOSED FISTS
50761,FEET,,
50761,HANDS/FISTS,,
50761,VERBAL THREAT (ASSAULT),,
50765,HANDS/FISTS,,
50765,"MOUTH (SPIT,BITE,ETC)",,
50768,HANDS/FISTS,,
50772,OTHER (SPECIFY),,"CLENCHED FISTS WHILE APPROACHING OFFICER, AGGRESSIVE STANCE"
50788,HANDS/FISTS,,
50792,HANDS/FISTS,,
50792,VERBAL THREAT (ASSAULT),,
50796,HANDS/FISTS,,
50796,VERBAL THREAT (ASSAULT),,
50803,VERBAL THREAT (ASSAULT),,
50804,VERBAL THREAT (ASSAULT),,
50811,HANDS/FISTS,,
50811,"MOUTH (SPIT,BITE,ETC)",,
50818,OTHER (SPECIFY),,VEHICLE
50818,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
50824,VERBAL THREAT (ASSAULT),,
50828,HANDS/FISTS,,
50834,OTHER (SPECIFY),,PICNIC BENCH AND TABLE
50834,OTHER (SPECIFY),,SWUNG PICNIC TABLE
50836,FIREARM - SEMI-AUTOMATIC,40 S&W,
50838,OTHER (SPECIFY),,PICNIC TABLE
50838,OTHER (SPECIFY),,SWUNG PINNIC TABLE AT R/O
50847,HANDS/FISTS,,
50850,FEET,,
50850,VERBAL THREAT (ASSAULT),,
50857,FEET,,
50857,HANDS/FISTS,,
50858,FEET,,
50858,HANDS/FISTS,,
50859,OTHER (SPECIFY),,HEAD
50859,VERBAL THREAT (ASSAULT),,
50860,FEET,,
50860,HANDS/FISTS,,
50863,FEET,,
50863,HANDS/FISTS,,
50864,FEET,,
50864,HANDS/FISTS,,
50865,HANDS/FISTS,,
50866,HANDS/FISTS,,
50870,OTHER (SPECIFY),,FIGHTING STAND
50872,OTHER (SPECIFY),,STRIKING POSTURE
50874,VERBAL THREAT (ASSAULT),,
50885,HANDS/FISTS,,
50888,HANDS/FISTS,,
50890,HANDS/FISTS,,
50893,HANDS/FISTS,,
50893,VERBAL THREAT (ASSAULT),,
50894,HANDS/FISTS,,
50900,BLUNT INSTRUMENT,,CROWBAR
50900,VERBAL THREAT (ASSAULT),,
50902,OTHER (SPECIFY),,HOT GREASE & A CHAIR
50903,OTHER (SPECIFY),,CHAIR
50903,OTHER (SPECIFY),,CHAIR & HOT GREASE
50904,OTHER (SPECIFY),,CHAIR
50905,OTHER (SPECIFY),,CHAIR AND HOT GREASE
50909,HANDS/FISTS,,
50927,OTHER (SPECIFY),,STIFFENED AND PUSHED OFF 
50930,HANDS/FISTS,,
50932,HANDS/FISTS,,
50932,"MOUTH (SPIT,BITE,ETC)",,
50933,HANDS/FISTS,,
50933,"MOUTH (SPIT,BITE,ETC)",,
50933,VERBAL THREAT (ASSAULT),,
50934,HANDS/FISTS,,
50934,OTHER (SPECIFY),,FIGHTER'S STAND
50936,HANDS/FISTS,,
50936,OTHER (SPECIFY),,FIGHTERS STANDS
50938,FEET,,
50938,HANDS/FISTS,,
50940,VERBAL THREAT (ASSAULT),,
50947,VERBAL THREAT (ASSAULT),,
50951,HANDS/FISTS,,
50952,HANDS/FISTS,,
50954,"MOUTH (SPIT,BITE,ETC)",,
50955,HANDS/FISTS,,
50956,FEET,,
50956,HANDS/FISTS,,
50956,VERBAL THREAT (ASSAULT),,
50958,HANDS/FISTS,,
50960,FIREARM - SEMI-AUTOMATIC,32 CAL,BERSA
50966,HANDS/FISTS,,
50966,VERBAL THREAT (ASSAULT),,
50972,HANDS/FISTS,,
50972,VERBAL THREAT (ASSAULT),,
50974,HANDS/FISTS,,
50974,OTHER (SPECIFY),,COMMITTED BATTERY 
50976,HANDS/FISTS,,
50976,VERBAL THREAT (ASSAULT),,
50982,BLUNT INSTRUMENT,,
50987,FEET,,
50987,"MOUTH (SPIT,BITE,ETC)",,
50987,OTHER (SPECIFY),,HEADBUNT
50987,VERBAL THREAT (ASSAULT),,
50992,FIREARM - SEMI-AUTOMATIC,380 ACP,
50992,HANDS/FISTS,,
50993,FEET,,
50993,FIREARM - SEMI-AUTOMATIC,380 ACP,
50993,HANDS/FISTS,,
50993,OTHER (SPECIFY),,"CLENCHED FIST, FIGHTING STANCE"
50994,FEET,,
50994,FIREARM - SEMI-AUTOMATIC,380 ACP,
50994,HANDS/FISTS,,
50998,FIREARM - SEMI-AUTOMATIC,380 ACP,
51011,VERBAL THREAT (ASSAULT),,
51018,HANDS/FISTS,,
51020,HANDS/FISTS,,
51022,HANDS/FISTS,,
51024,BLUNT INSTRUMENT,,VODKA BOTTLE
51030,OTHER (SPECIFY),,5 GAL BUCKET
51030,OTHER (SPECIFY),,ASSAULT
51032,"MOUTH (SPIT,BITE,ETC)",,
51034,FEET,,
51034,HANDS/FISTS,,
51034,OTHER (SPECIFY),,PUSHED WITH OPEN HANDS
51038,HANDS/FISTS,,
51038,VERBAL THREAT (ASSAULT),,
51044,FEET,,
51053,VERBAL THREAT (ASSAULT),,
51056,OTHER (SPECIFY),,KICKING AT PO
51056,VERBAL THREAT (ASSAULT),,
51057,HANDS/FISTS,,
51057,VERBAL THREAT (ASSAULT),,
51058,HANDS/FISTS,,
51058,OTHER (SPECIFY),,HOLDING LT. ARM/PUSHING
51062,HANDS/FISTS,,
51064,HANDS/FISTS,,
51064,VERBAL THREAT (ASSAULT),,
51067,HANDS/FISTS,,
51068,HANDS/FISTS,,
51071,FEET,,
51071,HANDS/FISTS,,
51071,VERBAL THREAT (ASSAULT),,
51072,HANDS/FISTS,,
51072,VERBAL THREAT (ASSAULT),,
51073,FEET,,
51073,HANDS/FISTS,,
51074,HANDS/FISTS,,
51075,OTHER (SPECIFY),,SUBJECT STRUCK P.O. IN CHEST WITH ELBOW MULTIPLE TIMES
51075,VERBAL THREAT (ASSAULT),,
51096,VERBAL THREAT (ASSAULT),,
51098,VERBAL THREAT (ASSAULT),,
